"CountryName","Indicator","Date","value"
"Gambia, The","GDP per capita (current US$)","1969",103.645531664899
"Guinea-Bissau","GDP per capita (current US$)","1969",
"Equatorial Guinea","GDP per capita (current US$)","1969",230.214011265605
"Greece","GDP per capita (current US$)","1969",1284.21231559082
"Grenada","GDP per capita (current US$)","1969",
"Greenland","GDP per capita (current US$)","1969",
"Guatemala","GDP per capita (current US$)","1969",325.211186325128
"Guam","GDP per capita (current US$)","1969",
"Guyana","GDP per capita (current US$)","1969",362.534864714727
"High income","GDP per capita (current US$)","1969",2568.26815869787
"Hong Kong SAR, China","GDP per capita (current US$)","1969",825.523449142012
"Honduras","GDP per capita (current US$)","1969",254.960488760747
"Heavily indebted poor countries (HIPC)","GDP per capita (current US$)","1969",152.205099690176
"Croatia","GDP per capita (current US$)","1969",
"Haiti","GDP per capita (current US$)","1969",
"Hungary","GDP per capita (current US$)","1969",
"IBRD only","GDP per capita (current US$)","1969",214.055448173643
"IDA & IBRD total","GDP per capita (current US$)","1969",200.355453343646
"IDA total","GDP per capita (current US$)","1969",145.994037797769
"IDA blend","GDP per capita (current US$)","1969",143.784678201186
"Indonesia","GDP per capita (current US$)","1969",74.5743882038327
"IDA only","GDP per capita (current US$)","1969",149.307447429776
"Isle of Man","GDP per capita (current US$)","1969",
"India","GDP per capita (current US$)","1969",109.76019029467
"Not classified","GDP per capita (current US$)","1969",
"Ireland","GDP per capita (current US$)","1969",1291.34992028637
"Iran, Islamic Rep.","GDP per capita (current US$)","1969",350.909625086274
"Iraq","GDP per capita (current US$)","1969",313.817445557465
"Iceland","GDP per capita (current US$)","1969",2039.19629517262
"Israel","GDP per capita (current US$)","1969",1852.39253852393
"Italy","GDP per capita (current US$)","1969",1813.38812575706
"Jamaica","GDP per capita (current US$)","1969",644.126241782647
"Jordan","GDP per capita (current US$)","1969",449.903851842725
"Japan","GDP per capita (current US$)","1969",1669.09819990781
"Kazakhstan","GDP per capita (current US$)","1969",
"Kenya","GDP per capita (current US$)","1969",134.193723980301
"Kyrgyz Republic","GDP per capita (current US$)","1969",
"Cambodia","GDP per capita (current US$)","1969",141.824063574729
"Kiribati","GDP per capita (current US$)","1969",
"St. Kitts and Nevis","GDP per capita (current US$)","1969",348.091535995081
"Korea, Rep.","GDP per capita (current US$)","1969",236.990530825373
"Kuwait","GDP per capita (current US$)","1969",3991.39377047378
"Latin America & Caribbean (excluding high income)","GDP per capita (current US$)","1969",550.395174443202
"Lao PDR","GDP per capita (current US$)","1969",
"Lebanon","GDP per capita (current US$)","1969",
"Liberia","GDP per capita (current US$)","1969",221.904641420366
"Libya","GDP per capita (current US$)","1969",
"St. Lucia","GDP per capita (current US$)","1969",
"Latin America & Caribbean","GDP per capita (current US$)","1969",578.227526333811
"Least developed countries: UN classification","GDP per capita (current US$)","1969",
"Low income","GDP per capita (current US$)","1969",
"Liechtenstein","GDP per capita (current US$)","1969",
"Sri Lanka","GDP per capita (current US$)","1969",160.426560438083
"Lower middle income","GDP per capita (current US$)","1969",135.228298115331
"Low & middle income","GDP per capita (current US$)","1969",195.884441498692
"Lesotho","GDP per capita (current US$)","1969",65.2290703389933
"Late-demographic dividend","GDP per capita (current US$)","1969",215.909019136159
"Lithuania","GDP per capita (current US$)","1969",
"Luxembourg","GDP per capita (current US$)","1969",3658.90068296888
"Latvia","GDP per capita (current US$)","1969",
"Macao SAR, China","GDP per capita (current US$)","1969",
"St. Martin (French part)","GDP per capita (current US$)","1969",
"Morocco","GDP per capita (current US$)","1969",231.667208444695
"Monaco","GDP per capita (current US$)","1969",
"Moldova","GDP per capita (current US$)","1969",
"Madagascar","GDP per capita (current US$)","1969",165.04939408016
"Maldives","GDP per capita (current US$)","1969",
"Middle East & North Africa","GDP per capita (current US$)","1969",268.832877249824
"Mexico","GDP per capita (current US$)","1969",644.857904191464
"Marshall Islands","GDP per capita (current US$)","1969",
"Middle income","GDP per capita (current US$)","1969",201.588029885564
"Macedonia, FYR","GDP per capita (current US$)","1969",
"Mali","GDP per capita (current US$)","1969",57.9918100089289
"Malta","GDP per capita (current US$)","1969",
"Myanmar","GDP per capita (current US$)","1969",
"Middle East & North Africa (excluding high income)","GDP per capita (current US$)","1969",
"Montenegro","GDP per capita (current US$)","1969",
"Mongolia","GDP per capita (current US$)","1969",
"Northern Mariana Islands","GDP per capita (current US$)","1969",
"Mozambique","GDP per capita (current US$)","1969",
"Mauritania","GDP per capita (current US$)","1969",178.925644223371
"Mauritius","GDP per capita (current US$)","1969",
"Malawi","GDP per capita (current US$)","1969",59.2714269853919
"Malaysia","GDP per capita (current US$)","1969",344.403804055876
"North America","GDP per capita (current US$)","1969",4906.85250757158
"Namibia","GDP per capita (current US$)","1969",
"New Caledonia","GDP per capita (current US$)","1969",2529.89263977581
"Niger","GDP per capita (current US$)","1969",143.028175964548
"Nigeria","GDP per capita (current US$)","1969",120.931169162556
"Nicaragua","GDP per capita (current US$)","1969",321.551039823737
"Netherlands","GDP per capita (current US$)","1969",2446.33545399539
"Norway","GDP per capita (current US$)","1969",2875.23584396858
"Nepal","GDP per capita (current US$)","1969",67.1132445894931
"Nauru","GDP per capita (current US$)","1969",
"New Zealand","GDP per capita (current US$)","1969",2077.89554302301
"OECD members","GDP per capita (current US$)","1969",2467.27375316739
"Oman","GDP per capita (current US$)","1969",342.473055255137
"Other small states","GDP per capita (current US$)","1969",
"Pakistan","GDP per capita (current US$)","1969",152.671079483198
"Panama","GDP per capita (current US$)","1969",827.174973482328
"Peru","GDP per capita (current US$)","1969",494.584054407494
"Philippines","GDP per capita (current US$)","1969",241.70200300012
"Palau","GDP per capita (current US$)","1969",
"Papua New Guinea","GDP per capita (current US$)","1969",232.44099936488
"Poland","GDP per capita (current US$)","1969",
"Pre-demographic dividend","GDP per capita (current US$)","1969",76.4969651363127
"Puerto Rico","GDP per capita (current US$)","1969",1661.86688523369
"Korea, Dem. People’s Rep.","GDP per capita (current US$)","1969",
"Portugal","GDP per capita (current US$)","1969",795.759371391099
"Paraguay","GDP per capita (current US$)","1969",212.524407023954
"West Bank and Gaza","GDP per capita (current US$)","1969",
"Pacific island small states","GDP per capita (current US$)","1969",
"Post-demographic dividend","GDP per capita (current US$)","1969",2555.26395054737
"French Polynesia","GDP per capita (current US$)","1969",2273.51978197514
"Qatar","GDP per capita (current US$)","1969",
"Romania","GDP per capita (current US$)","1969",
"Russian Federation","GDP per capita (current US$)","1969",
"Rwanda","GDP per capita (current US$)","1969",51.8322538840534
"South Asia","GDP per capita (current US$)","1969",114.774663656903
"Saudi Arabia","GDP per capita (current US$)","1969",800.795916424689
"Sudan","GDP per capita (current US$)","1969",159.155093038435
"Senegal","GDP per capita (current US$)","1969",240.273074945726
"Singapore","GDP per capita (current US$)","1969",812.266963251985
"Solomon Islands","GDP per capita (current US$)","1969",184.705257096264
"Sierra Leone","GDP per capita (current US$)","1969",165.249857359321
"El Salvador","GDP per capita (current US$)","1969",293.730146134526
"San Marino","GDP per capita (current US$)","1969",
"Somalia","GDP per capita (current US$)","1969",
"Serbia","GDP per capita (current US$)","1969",
"Sub-Saharan Africa (excluding high income)","GDP per capita (current US$)","1969",194.252647604427
"South Sudan","GDP per capita (current US$)","1969",
"Sub-Saharan Africa","GDP per capita (current US$)","1969",194.26266611117
"Small states","GDP per capita (current US$)","1969",
"Sao Tome and Principe","GDP per capita (current US$)","1969",
"Suriname","GDP per capita (current US$)","1969",636.372309831128
"Slovak Republic","GDP per capita (current US$)","1969",
"Slovenia","GDP per capita (current US$)","1969",
"Sweden","GDP per capita (current US$)","1969",3972.00274870609
"Swaziland","GDP per capita (current US$)","1969",243.061342149153
"Sint Maarten (Dutch part)","GDP per capita (current US$)","1969",
"Seychelles","GDP per capita (current US$)","1969",314.179852816713
"Syrian Arab Republic","GDP per capita (current US$)","1969",364.040207990994
"Turks and Caicos Islands","GDP per capita (current US$)","1969",
"Chad","GDP per capita (current US$)","1969",132.119033991573
"East Asia & Pacific (IDA & IBRD countries)","GDP per capita (current US$)","1969",105.835628345669
"Europe & Central Asia (IDA & IBRD countries)","GDP per capita (current US$)","1969",
"Togo","GDP per capita (current US$)","1969",131.569739176746
"Thailand","GDP per capita (current US$)","1969",186.8806593574
"Tajikistan","GDP per capita (current US$)","1969",
"Turkmenistan","GDP per capita (current US$)","1969",
"Latin America & the Caribbean (IDA & IBRD countries)","GDP per capita (current US$)","1969",562.38455015968
"Timor-Leste","GDP per capita (current US$)","1969",
"Middle East & North Africa (IDA & IBRD countries)","GDP per capita (current US$)","1969",
"Tonga","GDP per capita (current US$)","1969",
"South Asia (IDA & IBRD)","GDP per capita (current US$)","1969",114.774663656903
"Sub-Saharan Africa (IDA & IBRD countries)","GDP per capita (current US$)","1969",194.26266611117
"Trinidad and Tobago","GDP per capita (current US$)","1969",830.84003130578
"Tunisia","GDP per capita (current US$)","1969",260.578766334043
"Turkey","GDP per capita (current US$)","1969",573.068135063485
"Tuvalu","GDP per capita (current US$)","1969",
"Tanzania","GDP per capita (current US$)","1969",
"Uganda","GDP per capita (current US$)","1969",127.586661706846
"Ukraine","GDP per capita (current US$)","1969",
"Upper middle income","GDP per capita (current US$)","1969",254.938536535896
"Uruguay","GDP per capita (current US$)","1969",717.139151967185
"United States","GDP per capita (current US$)","1969",5032.14474262003
"Uzbekistan","GDP per capita (current US$)","1969",
"St. Vincent and the Grenadines","GDP per capita (current US$)","1969",185.996112513684
"Venezuela, RB","GDP per capita (current US$)","1969",1049.80222000465
"British Virgin Islands","GDP per capita (current US$)","1969",
"Virgin Islands (U.S.)","GDP per capita (current US$)","1969",3605.80204778157
"Vietnam","GDP per capita (current US$)","1969",
"Vanuatu","GDP per capita (current US$)","1969",
"World","GDP per capita (current US$)","1969",745.552373620764
"Samoa","GDP per capita (current US$)","1969",
"Kosovo","GDP per capita (current US$)","1969",
"Yemen, Rep.","GDP per capita (current US$)","1969",
"South Africa","GDP per capita (current US$)","1969",744.100627471211
"Zambia","GDP per capita (current US$)","1969",485.663862793182
"Zimbabwe","GDP per capita (current US$)","1969",347.07851227116
"Aruba","GDP per capita (current US$)","1970",
"Afghanistan","GDP per capita (current US$)","1970",157.258460703612
"Angola","GDP per capita (current US$)","1970",
"Albania","GDP per capita (current US$)","1970",
"Andorra","GDP per capita (current US$)","1970",3238.15668211608
"Arab World","GDP per capita (current US$)","1970",257.00011797121
"United Arab Emirates","GDP per capita (current US$)","1970",
"Argentina","GDP per capita (current US$)","1970",1317.48753519866
"Armenia","GDP per capita (current US$)","1970",
"American Samoa","GDP per capita (current US$)","1970",
"Antigua and Barbuda","GDP per capita (current US$)","1970",
"Australia","GDP per capita (current US$)","1970",3297.78365889097
"Austria","GDP per capita (current US$)","1970",2053.80951388476
"Azerbaijan","GDP per capita (current US$)","1970",
"Burundi","GDP per capita (current US$)","1970",70.2125072071903
"Belgium","GDP per capita (current US$)","1970",2780.69881043476
"Benin","GDP per capita (current US$)","1970",114.736678929676
"Burkina Faso","GDP per capita (current US$)","1970",81.4999421514281
"Bangladesh","GDP per capita (current US$)","1970",138.245986024041
"Bulgaria","GDP per capita (current US$)","1970",
"Bahrain","GDP per capita (current US$)","1970",
"Bahamas, The","GDP per capita (current US$)","1970",3179.23872607179
"Bosnia and Herzegovina","GDP per capita (current US$)","1970",
"Belarus","GDP per capita (current US$)","1970",
"Belize","GDP per capita (current US$)","1970",435.701167419374
"Bermuda","GDP per capita (current US$)","1970",3387.27272727273
"Bolivia","GDP per capita (current US$)","1970",225.748498964155
"Brazil","GDP per capita (current US$)","1970",440.993106294556
"Barbados","GDP per capita (current US$)","1970",
"Brunei Darussalam","GDP per capita (current US$)","1970",1380.4168636732
"Bhutan","GDP per capita (current US$)","1970",
"Botswana","GDP per capita (current US$)","1970",138.877630636294
"Central African Republic","GDP per capita (current US$)","1970",103.409810479123
"Canada","GDP per capita (current US$)","1970",4121.93280924889
"Central Europe and the Baltics","GDP per capita (current US$)","1970",
"Switzerland","GDP per capita (current US$)","1970",
"Channel Islands","GDP per capita (current US$)","1970",
"Chile","GDP per capita (current US$)","1970",937.351557081428
"China","GDP per capita (current US$)","1970",113.162991554686
"Cote d'Ivoire","GDP per capita (current US$)","1970",277.662508435168
"Cameroon","GDP per capita (current US$)","1970",171.320028726664
"Congo, Dem. Rep.","GDP per capita (current US$)","1970",243.763559318034
"Congo, Rep.","GDP per capita (current US$)","1970",205.94918684025
"Colombia","GDP per capita (current US$)","1970",326.290314766852
"Comoros","GDP per capita (current US$)","1970",
"Cabo Verde","GDP per capita (current US$)","1970",
"Costa Rica","GDP per capita (current US$)","1970",532.665120043706
"Caribbean small states","GDP per capita (current US$)","1970",767.232260694796
"Cuba","GDP per capita (current US$)","1970",653.232914785024
"Curacao","GDP per capita (current US$)","1970",
"Cayman Islands","GDP per capita (current US$)","1970",
"Cyprus","GDP per capita (current US$)","1970",
"Czech Republic","GDP per capita (current US$)","1970",
"Germany","GDP per capita (current US$)","1970",2750.71974235504
"Djibouti","GDP per capita (current US$)","1970",
"Dominica","GDP per capita (current US$)","1970",
"Denmark","GDP per capita (current US$)","1970",3464.45699527623
"Dominican Republic","GDP per capita (current US$)","1970",329.860647543011
"Algeria","GDP per capita (current US$)","1970",334.259550659276
"East Asia & Pacific (excluding high income)","GDP per capita (current US$)","1970",113.566838782003
"Early-demographic dividend","GDP per capita (current US$)","1970",224.395194781837
"East Asia & Pacific","GDP per capita (current US$)","1970",313.885022518021
"Europe & Central Asia (excluding high income)","GDP per capita (current US$)","1970",
"Europe & Central Asia","GDP per capita (current US$)","1970",1365.27217055514
"Ecuador","GDP per capita (current US$)","1970",471.386536396575
"Egypt, Arab Rep.","GDP per capita (current US$)","1970",220.706723537539
"Euro area","GDP per capita (current US$)","1970",2231.80318654543
"Eritrea","GDP per capita (current US$)","1970",
"Spain","GDP per capita (current US$)","1970",1208.99666177967
"Estonia","GDP per capita (current US$)","1970",
"Ethiopia","GDP per capita (current US$)","1970",
"European Union","GDP per capita (current US$)","1970",1934.6372218874
"Fragile and conflict affected situations","GDP per capita (current US$)","1970",
"Finland","GDP per capita (current US$)","1970",2467.47634653616
"Fiji","GDP per capita (current US$)","1970",422.413510435661
"France","GDP per capita (current US$)","1970",2862.46926773347
"Faroe Islands","GDP per capita (current US$)","1970",
"Micronesia, Fed. Sts.","GDP per capita (current US$)","1970",
"Gabon","GDP per capita (current US$)","1970",548.707083623772
"United Kingdom","GDP per capita (current US$)","1970",2347.54431773747
"Georgia","GDP per capita (current US$)","1970",
"Ghana","GDP per capita (current US$)","1970",257.652031459018
"Gibraltar","GDP per capita (current US$)","1970",
"Guinea","GDP per capita (current US$)","1970",
"Gambia, The","GDP per capita (current US$)","1970",116.921136616835
"Guinea-Bissau","GDP per capita (current US$)","1970",110.607611451775
"Equatorial Guinea","GDP per capita (current US$)","1970",228.01749221027
"Greece","GDP per capita (current US$)","1970",1494.38785525349
"Grenada","GDP per capita (current US$)","1970",
"Greenland","GDP per capita (current US$)","1970",1498.27649295437
"Guatemala","GDP per capita (current US$)","1970",351.072319422707
"Guam","GDP per capita (current US$)","1970",
"Guyana","GDP per capita (current US$)","1970",385.01296076117
"High income","GDP per capita (current US$)","1970",2795.01460057811
"Hong Kong SAR, China","GDP per capita (current US$)","1970",960.031961510704
"Honduras","GDP per capita (current US$)","1970",268.642508162385
"Heavily indebted poor countries (HIPC)","GDP per capita (current US$)","1970",155.410548816645
"Croatia","GDP per capita (current US$)","1970",
"Haiti","GDP per capita (current US$)","1970",
"Hungary","GDP per capita (current US$)","1970",
"IBRD only","GDP per capita (current US$)","1970",226.757272683766
"IDA & IBRD total","GDP per capita (current US$)","1970",214.164019934732
"IDA total","GDP per capita (current US$)","1970",165.197780453794
"IDA blend","GDP per capita (current US$)","1970",191.06706453234
"Indonesia","GDP per capita (current US$)","1970",79.6856566609976
"IDA only","GDP per capita (current US$)","1970",151.535410476312
"Isle of Man","GDP per capita (current US$)","1970",
"India","GDP per capita (current US$)","1970",114.663703821518
"Not classified","GDP per capita (current US$)","1970",
"Ireland","GDP per capita (current US$)","1970",1487.98543421927
"Iran, Islamic Rep.","GDP per capita (current US$)","1970",384.942165933631
"Iraq","GDP per capita (current US$)","1970",330.885235086803
"Iceland","GDP per capita (current US$)","1970",2597.38727189128
"Israel","GDP per capita (current US$)","1970",2107.48711051334
"Italy","GDP per capita (current US$)","1970",2099.91430273434
"Jamaica","GDP per capita (current US$)","1970",749.872592641558
"Jordan","GDP per capita (current US$)","1970",386.517242956687
"Japan","GDP per capita (current US$)","1970",2003.64704735892
"Kazakhstan","GDP per capita (current US$)","1970",
"Kenya","GDP per capita (current US$)","1970",142.49741854293
"Kyrgyz Republic","GDP per capita (current US$)","1970",
"Cambodia","GDP per capita (current US$)","1970",102.304504612761
"Kiribati","GDP per capita (current US$)","1970",279.30832818221
"St. Kitts and Nevis","GDP per capita (current US$)","1970",363.174546588833
"Korea, Rep.","GDP per capita (current US$)","1970",291.859011207037
"Kuwait","GDP per capita (current US$)","1970",3831.03995577803
"Latin America & Caribbean (excluding high income)","GDP per capita (current US$)","1970",582.70663662547
"Lao PDR","GDP per capita (current US$)","1970",
"Lebanon","GDP per capita (current US$)","1970",
"Liberia","GDP per capita (current US$)","1970",227.57859251913
"Libya","GDP per capita (current US$)","1970",
"St. Lucia","GDP per capita (current US$)","1970",
"Latin America & Caribbean","GDP per capita (current US$)","1970",613.044027128008
"Least developed countries: UN classification","GDP per capita (current US$)","1970",
"Low income","GDP per capita (current US$)","1970",
"Liechtenstein","GDP per capita (current US$)","1970",4236.73143352991
"Sri Lanka","GDP per capita (current US$)","1970",183.512113491713
"Lower middle income","GDP per capita (current US$)","1970",145.383519126205
"Low & middle income","GDP per capita (current US$)","1970",209.364228316403
"Lesotho","GDP per capita (current US$)","1970",66.5917085440358
"Late-demographic dividend","GDP per capita (current US$)","1970",239.690766492452
"Lithuania","GDP per capita (current US$)","1970",
"Luxembourg","GDP per capita (current US$)","1970",4437.02785279528
"Latvia","GDP per capita (current US$)","1970",
"Macao SAR, China","GDP per capita (current US$)","1970",
"St. Martin (French part)","GDP per capita (current US$)","1970",
"Morocco","GDP per capita (current US$)","1970",245.483483580923
"Monaco","GDP per capita (current US$)","1970",12479.7252607401
"Moldova","GDP per capita (current US$)","1970",
"Madagascar","GDP per capita (current US$)","1970",169.070662941168
"Maldives","GDP per capita (current US$)","1970",
"Middle East & North Africa","GDP per capita (current US$)","1970",291.948935839841
"Mexico","GDP per capita (current US$)","1970",683.102216363877
"Marshall Islands","GDP per capita (current US$)","1970",
"Middle income","GDP per capita (current US$)","1970",215.857781092404
"Macedonia, FYR","GDP per capita (current US$)","1970",
"Mali","GDP per capita (current US$)","1970",60.4756703325571
"Malta","GDP per capita (current US$)","1970",828.421680335959
"Myanmar","GDP per capita (current US$)","1970",
"Middle East & North Africa (excluding high income)","GDP per capita (current US$)","1970",
"Montenegro","GDP per capita (current US$)","1970",
"Mongolia","GDP per capita (current US$)","1970",
"Northern Mariana Islands","GDP per capita (current US$)","1970",
"Mozambique","GDP per capita (current US$)","1970",
"Mauritania","GDP per capita (current US$)","1970",182.214984671331
"Mauritius","GDP per capita (current US$)","1970",
"Malawi","GDP per capita (current US$)","1970",63.1052534181783
"Malaysia","GDP per capita (current US$)","1970",354.230503412921
"North America","GDP per capita (current US$)","1970",5140.49045945309
"Namibia","GDP per capita (current US$)","1970",
"New Caledonia","GDP per capita (current US$)","1970",3203.71144556442
"Niger","GDP per capita (current US$)","1970",144.510856087602
"Nigeria","GDP per capita (current US$)","1970",223.506804497966
"Nicaragua","GDP per capita (current US$)","1970",323.83441067657
"Netherlands","GDP per capita (current US$)","1970",2889.71479887468
"Norway","GDP per capita (current US$)","1970",3306.21947607769
"Nepal","GDP per capita (current US$)","1970",72.2430288613269
"Nauru","GDP per capita (current US$)","1970",
"New Zealand","GDP per capita (current US$)","1970",
"OECD members","GDP per capita (current US$)","1970",2675.10525955808
"Oman","GDP per capita (current US$)","1970",354.078187525477
"Other small states","GDP per capita (current US$)","1970",281.636361859732
"Pakistan","GDP per capita (current US$)","1970",172.600399313657
"Panama","GDP per capita (current US$)","1970",889.233609749186
"Peru","GDP per capita (current US$)","1970",557.093443005634
"Philippines","GDP per capita (current US$)","1970",186.768749480863
"Palau","GDP per capita (current US$)","1970",
"Papua New Guinea","GDP per capita (current US$)","1970",265.134326130531
"Poland","GDP per capita (current US$)","1970",
"Pre-demographic dividend","GDP per capita (current US$)","1970",91.1940742132733
"Puerto Rico","GDP per capita (current US$)","1970",1852.35467255335
"Korea, Dem. People’s Rep.","GDP per capita (current US$)","1970",
"Portugal","GDP per capita (current US$)","1970",934.173980007822
"Paraguay","GDP per capita (current US$)","1970",221.800919449844
"West Bank and Gaza","GDP per capita (current US$)","1970",
"Pacific island small states","GDP per capita (current US$)","1970",
"Post-demographic dividend","GDP per capita (current US$)","1970",2780.86077546501
"French Polynesia","GDP per capita (current US$)","1970",2299.0515422929
"Qatar","GDP per capita (current US$)","1970",2760.39570279891
"Romania","GDP per capita (current US$)","1970",
"Russian Federation","GDP per capita (current US$)","1970",
"Rwanda","GDP per capita (current US$)","1970",58.5690003531719
"South Asia","GDP per capita (current US$)","1970",121.512081254042
"Saudi Arabia","GDP per capita (current US$)","1970",921.345154787928
"Sudan","GDP per capita (current US$)","1970",175.626234327856
"Senegal","GDP per capita (current US$)","1970",242.98072268873
"Singapore","GDP per capita (current US$)","1970",925.287389444613
"Solomon Islands","GDP per capita (current US$)","1970",
"Sierra Leone","GDP per capita (current US$)","1970",172.786111002939
"El Salvador","GDP per capita (current US$)","1970",308.816025330699
"San Marino","GDP per capita (current US$)","1970",
"Somalia","GDP per capita (current US$)","1970",
"Serbia","GDP per capita (current US$)","1970",
"Sub-Saharan Africa (excluding high income)","GDP per capita (current US$)","1970",222.840840632153
"South Sudan","GDP per capita (current US$)","1970",
"Sub-Saharan Africa","GDP per capita (current US$)","1970",222.84875965825
"Small states","GDP per capita (current US$)","1970",457.252380512512
"Sao Tome and Principe","GDP per capita (current US$)","1970",
"Suriname","GDP per capita (current US$)","1970",665.691629766099
"Slovak Republic","GDP per capita (current US$)","1970",
"Slovenia","GDP per capita (current US$)","1970",
"Sweden","GDP per capita (current US$)","1970",4669.43867205361
"Swaziland","GDP per capita (current US$)","1970",251.517923858693
"Sint Maarten (Dutch part)","GDP per capita (current US$)","1970",
"Seychelles","GDP per capita (current US$)","1970",343.881182120846
"Syrian Arab Republic","GDP per capita (current US$)","1970",335.546344900841
"Turks and Caicos Islands","GDP per capita (current US$)","1970",
"Chad","GDP per capita (current US$)","1970",128.74573250351
"East Asia & Pacific (IDA & IBRD countries)","GDP per capita (current US$)","1970",114.807953859882
"Europe & Central Asia (IDA & IBRD countries)","GDP per capita (current US$)","1970",
"Togo","GDP per capita (current US$)","1970",120.053937619451
"Thailand","GDP per capita (current US$)","1970",192.125659761603
"Tajikistan","GDP per capita (current US$)","1970",
"Turkmenistan","GDP per capita (current US$)","1970",
"Latin America & the Caribbean (IDA & IBRD countries)","GDP per capita (current US$)","1970",595.51743045297
"Timor-Leste","GDP per capita (current US$)","1970",
"Middle East & North Africa (IDA & IBRD countries)","GDP per capita (current US$)","1970",
"Tonga","GDP per capita (current US$)","1970",
"South Asia (IDA & IBRD)","GDP per capita (current US$)","1970",121.512081254043
"Sub-Saharan Africa (IDA & IBRD countries)","GDP per capita (current US$)","1970",222.84875965825
"Trinidad and Tobago","GDP per capita (current US$)","1970",868.766886963581
"Tunisia","GDP per capita (current US$)","1970",284.41231644224
"Turkey","GDP per capita (current US$)","1970",491.399438869105
"Tuvalu","GDP per capita (current US$)","1970",
"Tanzania","GDP per capita (current US$)","1970",
"Uganda","GDP per capita (current US$)","1970",133.398351900593
"Ukraine","GDP per capita (current US$)","1970",
"Upper middle income","GDP per capita (current US$)","1970",272.401597561999
"Uruguay","GDP per capita (current US$)","1970",760.587064837573
"United States","GDP per capita (current US$)","1970",5246.88371730098
"Uzbekistan","GDP per capita (current US$)","1970",
"St. Vincent and the Grenadines","GDP per capita (current US$)","1970",203.964314536188
"Venezuela, RB","GDP per capita (current US$)","1970",1108.82153006264
"British Virgin Islands","GDP per capita (current US$)","1970",
"Virgin Islands (U.S.)","GDP per capita (current US$)","1970",3476.19047619048
"Vietnam","GDP per capita (current US$)","1970",
"Vanuatu","GDP per capita (current US$)","1970",
"World","GDP per capita (current US$)","1970",801.926738505756
"Samoa","GDP per capita (current US$)","1970",
"Kosovo","GDP per capita (current US$)","1970",
"Yemen, Rep.","GDP per capita (current US$)","1970",
"South Africa","GDP per capita (current US$)","1970",795.780042555269
"Zambia","GDP per capita (current US$)","1970",436.110122977116
"Zimbabwe","GDP per capita (current US$)","1970",361.908134185607
"Aruba","GDP per capita (current US$)","1971",
"Afghanistan","GDP per capita (current US$)","1971",160.443151707287
"Angola","GDP per capita (current US$)","1971",
"Albania","GDP per capita (current US$)","1971",
"Andorra","GDP per capita (current US$)","1971",3498.03679026923
"Arab World","GDP per capita (current US$)","1971",290.332366447074
"United Arab Emirates","GDP per capita (current US$)","1971",
"Argentina","GDP per capita (current US$)","1971",1366.35455826781
"Armenia","GDP per capita (current US$)","1971",
"American Samoa","GDP per capita (current US$)","1971",
"Antigua and Barbuda","GDP per capita (current US$)","1971",
"Australia","GDP per capita (current US$)","1971",3487.61492423551
"Austria","GDP per capita (current US$)","1971",2375.24267361004
"Azerbaijan","GDP per capita (current US$)","1971",
"Burundi","GDP per capita (current US$)","1971",72.0842713833349
"Belgium","GDP per capita (current US$)","1971",3099.43309073795
"Benin","GDP per capita (current US$)","1971",112.745500403866
"Burkina Faso","GDP per capita (current US$)","1971",84.287844467829
"Bangladesh","GDP per capita (current US$)","1971",131.770232668267
"Bulgaria","GDP per capita (current US$)","1971",
"Bahrain","GDP per capita (current US$)","1971",
"Bahamas, The","GDP per capita (current US$)","1971",3297.92312514738
"Bosnia and Herzegovina","GDP per capita (current US$)","1971",
"Belarus","GDP per capita (current US$)","1971",
"Belize","GDP per capita (current US$)","1971",474.448018087463
"Bermuda","GDP per capita (current US$)","1971",3866.30036630037
"Bolivia","GDP per capita (current US$)","1971",238.111441529433
"Brazil","GDP per capita (current US$)","1971",500.034112041513
"Barbados","GDP per capita (current US$)","1971",
"Brunei Darussalam","GDP per capita (current US$)","1971",1455.41556811196
"Bhutan","GDP per capita (current US$)","1971",
"Botswana","GDP per capita (current US$)","1971",177.361753880785
"Central African Republic","GDP per capita (current US$)","1971",108.030573617663
"Canada","GDP per capita (current US$)","1971",4586.25584803149
"Central Europe and the Baltics","GDP per capita (current US$)","1971",
"Switzerland","GDP per capita (current US$)","1971",
"Channel Islands","GDP per capita (current US$)","1971",
"Chile","GDP per capita (current US$)","1971",1098.63698856145
"China","GDP per capita (current US$)","1971",118.654577785346
"Cote d'Ivoire","GDP per capita (current US$)","1971",288.674465000386
"Cameroon","GDP per capita (current US$)","1971",177.582133426777
"Congo, Dem. Rep.","GDP per capita (current US$)","1971",272.078011521205
"Congo, Rep.","GDP per capita (current US$)","1971",234.072514257534
"Colombia","GDP per capita (current US$)","1971",345.851102102864
"Comoros","GDP per capita (current US$)","1971",
"Cabo Verde","GDP per capita (current US$)","1971",
"Costa Rica","GDP per capita (current US$)","1971",567.410553228958
"Caribbean small states","GDP per capita (current US$)","1971",824.302542919565
"Cuba","GDP per capita (current US$)","1971",779.559053303617
"Curacao","GDP per capita (current US$)","1971",
"Cayman Islands","GDP per capita (current US$)","1971",
"Cyprus","GDP per capita (current US$)","1971",
"Czech Republic","GDP per capita (current US$)","1971",
"Germany","GDP per capita (current US$)","1971",3180.05592702963
"Djibouti","GDP per capita (current US$)","1971",
"Dominica","GDP per capita (current US$)","1971",
